Unnamed: 0,receipe,nutricional,ingredients
8,Sea bream with spring onion and baby carrots,"Each 420g serving contains (excludes serving suggestion)
KCal
213
Carbs
11.0g
Fibre
4.5g
Protein
28.1g
Fat
5.4g
Saturates
0.1g
Sugars
7.4g
Salt
1.21g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
320g chantenay carrots, trimmed and halved lengthways
12 spring onions, cut in 3cm pieces
10g dill, roughly chopped, plus 4 sprigs to serve
1 low-salt vegetable stock cube, dissolved in 500ml water
4 bream fillets (approx. 150g each)
110g samphire
2 tsp cornflour, dissolved in 1 tbsp skimmed milk
1 tbsp 0% fat Greek yogurt
good pinch freshly ground black pepper
4 lemon wedges to serve"
9,Piri piri chicken,"Each 220g serving contains (excludes serving suggestion)
KCal
229
Carbs
1.3g
Fibre
1.4g
Protein
43.1g
Fat
5.4g
Saturates
1.0g
Sugars
0.8g
Salt
0.27g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 skinless chicken breasts (approx. 350g)
2 tsp olive oil
1–2 red chillies, finely chopped
4 cloves garlic, crushed
2 tsp paprika
juice 1 lime
1 lime, to serve"
10,Pink poached pears,"Each 312g serving contains (excludes serving suggestion)
KCal
75
Carbs
16.0g
Fibre
4.0g
Protein
0.5g
Fat
0.1g
Saturates
0.0g
Sugars
16.0g
Salt
0.0g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
4 firm, slightly under ripe pears, peeled with stalk left intact
150ml sugar-free blackcurrant cordial
500-600ml boiling water (enough to cover the pears)
2 star anise
1 cinnamon stick"
11,Phulouri (split pea fritters with hot sauce),"Each 349g serving contains (excludes serving suggestion)
KCal
295
Carbs
48.0g
Fibre
8.2g
Protein
15.5g
Fat
2.7g
Saturates
0.3g
Sugars
10.0g
Salt
0.07g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
225g split peas
1 medium onion, roughly chopped
1 clove garlic
2 tbsp plain flour
freshly ground black pepper
a little oil, for brushing
For the hot pepper sauce:
1 small paw paw (papaya), peeled, deseeded and chopped
1-2 large red chillies, finely chopped
1 small onion, finely chopped
1 clove garlic, crushed
1 tbsp dried mustard powder
150ml malt vinegar"
12,Pho,"Each 423g serving contains (excludes serving suggestion)
KCal
241
Carbs
30.6g
Fibre
7.3g
Protein
17.0g
Fat
4.0g
Saturates
0.5g
Sugars
10.5g
Salt
0.25g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp rapeseed oil
1 onion, finely chopped
5cm fresh ginger, finely chopped
4 cloves garlic, thinly sliced
2 star anise
5cm stick cinnamon
half tsp coriander seeds
1 bird's eye chilli, split and 4 to garnish
1 chicken breast, boneless and skinless
1 reduced-salt chicken stock cube in 600ml boiling water
1 head of broccoli, broken into florets
1 carrot, cut into ribbons with a vegetable peeler
300g precooked rice noodles
300g beansprouts
1 bunch spring onion, sliced
30g fresh coriander, roughly chopped
1 lime to serve"
13,Perfect pancakes,"Each 58g serving contains (excludes serving suggestion)
KCal
73
Carbs
11.3g
Fibre
0.5g
Protein
3.5g
Fat
1.3g
Saturates
0.3g
Sugars
1.8g
Salt
0.07g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
100g plain flour
1 egg, beaten
300ml skimmed milk
1 tsp rapeseed oil"
14,Penne with Parma ham and spring vegetables,"Each 307g serving contains (excludes serving suggestion)
KCal
453
Carbs
60.1g
Fibre
6.9g
Protein
20.7g
Fat
12.9g
Saturates
2.6g
Sugars
5.5g
Salt
1.43g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
225g penne pasta
2 tbsp olive oil
1 small onion, sliced
100g asparagus tips, halved
1 large courgette, cut into strips
50g peas
85g pack Parma ham, sliced
freshly ground black pepper"
15,Summer berry pavlova,"Each 177g serving contains (excludes serving suggestion)
KCal
86
Carbs
10.7g
Fibre
2.4g
Protein
9.0g
Fat
0.3g
Saturates
0.0g
Sugars
6.5g
Salt
0.22g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1/2 box fresh strawberries (160g)
Small punnet fresh raspberries (120g)
Small punnet fresh blueberries (120g)
4 tbsp water
3.5 tbsp granulated sweetener
1 tsp lemon juice
6 egg whites
1 tsp cream of tartar
4 tsp cornflour
200g 0% fat Greek yogurt
sweetener, to taste
few sprigs mint, to serve"
16,Pear and almond traybake,"Each 60g serving contains (excludes serving suggestion)
KCal
147
Carbs
14.8g
Fibre
1.6g
Protein
2.8g
Fat
8.1g
Saturates
0.8g
Sugars
9.2g
Salt
0.14g
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
3 pears, peeled and quartered
2 medium eggs
75g caster sugar (reserve 1 tsp to top)
100ml rapeseed oil (use 1 tsp for greasing)
1 tsp almond essence
100g wholemeal flour
1 tsp baking powder
20g flaked almonds"
17,Patatas bravas,"Each 167g serving contains (excludes serving suggestion)
KCal
125
Carbs
20.4g
Fibre
2.9g
Protein
2.5g
Fat
3.0g
Saturates
0.4g
Sugars
3.3g
Salt
0.01g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tbsp olive oil
1 large onion, chopped
2 cloves garlic, crushed
2 tsp smoked paprika
2 large tomatoes, chopped or 200g tin chopped tomatoes
150ml vegetable stock
750g potatoes, cut into chunks
freshly ground black pepper"
18,Pasta in brodo,"Each 484g serving contains (excludes serving suggestion)
KCal
463
Carbs
60.4g
Fibre
15.0g
Protein
15.8g
Fat
14.3g
Saturates
2.3g
Sugars
17.6g
Salt
0.51g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
120g wholemeal pasta shapes (dried weight)
1 tbsp olive oil
1 onion, finely chopped
1 yellow pepper, chopped
1 carrot, diced
300ml vegetable stock, or 500ml reduced-salt vegetable stock
1 heaped tsp dried oregano
2 large vine tomatoes, chopped
50g fresh frozen endamame beans, defrosted
2 cabbage leaves, chopped
2 tsp pesto
10g Parmesan cheese, to serve"
19,"Pasta with aubergine, courgettes, ricotta and pine nuts","Each 431g serving contains (excludes serving suggestion)
KCal
432
Carbs
62.4g
Fibre
9.6g
Protein
16.6g
Fat
10.8g
Saturates
2.1g
Sugars
9.4g
Salt
0.05g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 small aubergine (approx. 250g) chopped
6 baby courgettes (approx. 400g), halved lengthways
1 clove garlic, sliced
1 chilli, finely chopped (optional)
1 tsp olive oil
1 tbsp balsamic vinegar
150g dried pasta shapes
1 tbsp pine nuts, toasted
2 tbsp ricotta cheese
handful fresh basil, torn"
20,Pasta and vegetable cheese,"Each 342g serving contains (excludes serving suggestion)
KCal
424
Carbs
55.9g
Fibre
5.7g
Protein
18.6g
Fat
12.8g
Saturates
5.6g
Sugars
9.4g
Salt
0.41g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
100g quick-cook pasta shapes
80g frozen or tinned peas
80g frozen or tinned sweetcorn
15g vegetable oil based spread
15g plain flour
300ml semi-skimmed milk
20g Cheddar cheese, grated
freshly ground black pepper"
21,Pasta bean and chilli bake,"Each 371g serving contains (excludes serving suggestion)
KCal
405
Carbs
51.5g
Fibre
15.2g
Protein
27.8g
Fat
6.5g
Saturates
2.8g
Sugars
12.8g
Salt
0.51g
Fruit/Veg Portion
3
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 small onion, chopped
half red pepper, chopped
1 clove garlic, crushed
100g lean minced beef
230g tin chopped tomatoes
2 tbsp tomato purée
half tsp chilli powder
pinch of paprika
75g dried wholemeal pasta shapes, cooked and drained
215g tin kidney beans, drained and rinsed
1 tbsp fresh parsley, chopped
25g wholemeal breadcrumbs
15g grated Parmesan cheese"
22,Parmesan parsnips,"Each 93g serving contains (excludes serving suggestion)
KCal
93
Carbs
10.5g
Fibre
4.1g
Protein
2.9g
Fat
3.2g
Saturates
1.2g
Sugars
4.8g
Salt
0.1g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
700g parsnips, peeled and quartered
1 tbsp polyunsaturated spread, melted
2 tbsp Parmesan cheese, grated
1 tsp fresh thyme
freshly ground black pepper"
23,Parsnip and apple soup,"Each 376g serving contains (excludes serving suggestion)
KCal
236
Carbs
33.1g
Fibre
11.0g
Protein
4.0g
Fat
6.8g
Saturates
1.1g
Sugars
20.9g
Salt
0.05g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tsp oil
1 small onion, chopped
half tsp cumin seeds
300g parsnips, peeled and chopped
1 small cooking apple, peeled and chopped
600ml vegetable stock
freshly ground black pepper
For the parsnip crisps:
1 small parsnip
2 tsp oil"
24,Paprika roast roots,"Each 221g serving contains (excludes serving suggestion)
KCal
122
Carbs
23.0g
Protein
3.5g
Fat
1.6g
Saturates
0.2g
Sugars
15.4g
Salt
0.2g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
500g fresh beetroot
300g carrots, in chunks
500g sweet potato, cubed
juice half lemon
3 tsp smoked paprika
2 tsp rapeseed oil"
25,Pancakes (crepes),"Each 93g serving contains (excludes serving suggestion)
KCal
139
Carbs
18.6g
Fibre
0.4g
Protein
5.4g
Fat
4.7g
Saturates
1.3g
Sugars
2.2g
Salt
0.14g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
100g ground rice
25g cornflour
2 eggs, beaten
300ml semi-skimmed milk
a little oil for frying"
26,Paella,"Each 277g serving contains (excludes serving suggestion)
KCal
404
Carbs
50.6g
Fibre
2.4g
Protein
33.3g
Fat
7.0g
Saturates
2.0g
Sugars
3.6g
Salt
1.3g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tbsp olive oil
1 onion, chopped
1 clove garlic, crushed
1 red pepper, chopped
8 boneless, skinless chicken thighs
50g thinly sliced chorizo, halved
pinch saffron threads
1.2 litres vegetable or chicken stock
450g tomatoes, chopped
2 tsp smoked paprika
450g shortgrain rice eg arborio
450g mixed seafood cocktail, defrosted if frozen
16 raw tiger prawns
2 tbsp fresh parsley, chopped
freshly ground black pepper"
27,Pad Thai,"Each 354g serving contains (excludes serving suggestion)
KCal
408
Carbs
63.1g
Fibre
6.3g
Protein
16.7g
Fat
8.5g
Saturates
1.5g
Sugars
7.4g
Salt
0.38g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
250g dried rice noodles
2 tsp rapeseed oil
6 spring onions, chopped at angle in 1cm pieces
3 cloves garlic, crushed
3cm fresh ginger, grated
1 Thai chilli, finely sliced
1 red pepper, finely chopped
1 courgette, cut into sticks
100g frozen broad beans
100g baby pak choi, leaves separated
200g beansprouts
75g canned pineapple in juice, drained, chopped small
1 tbsp reduced-salt, gluten-free soy sauce
juice 1 lime
15g chopped coriander
50g unsalted peanuts, roughly chopped and toasted
1 lime cut into wedges"
28,Orange fruit spread,"Each 56g serving contains (excludes serving suggestion)
KCal
16
Carbs
2.3g
Fibre
0.5g
Protein
1.4g
Fat
0.1g
Saturates
0.0g
Sugars
2.1g
Salt
0.0g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
3 medium oranges
200ml boiling water
23g sachet sugar-free orange jelly crystals"
29,Oriental beef stir-fry,"Each 323g serving contains (excludes serving suggestion)
KCal
214
Carbs
10.0g
Fibre
4.9g
Protein
26.9g
Fat
6.3g
Saturates
2.0g
Sugars
6.3g
Salt
1.01g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp vegetable oil
400g lean beef steak (rump or sirloin)
4 cloves garlic, crushed
2 yellow or red peppers deseeded and sliced
200g broccoli, cut into small florets
4 spring onions, sliced
2 pak choi (bok choy), sliced
1 small tin (200g) water chestnuts, drained and sliced
2 tbsp oyster sauce"
30,One crust fruit pie,"Each 177g serving contains (excludes serving suggestion)
KCal
256
Carbs
30.6g
Fibre
4.1g
Protein
3.6g
Fat
12.3g
Saturates
4.5g
Sugars
14.1g
Salt
0.22g
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
150g ready-made shortcrust pastry
a little flour, for rolling
2 tbsp semi-skimmed milk
1 tbsp semolina
2 cooking apples, peeled, cored and chopped
100g blackberries
1 tbsp demerara sugar"
31,Ogre's eyeballs,"Each 54g serving contains (excludes serving suggestion)
KCal
77
Carbs
4.9g
Fibre
0.7g
Protein
10.7g
Fat
1.4g
Saturates
0.3g
Sugars
1.3g
Salt
0.18g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
For the meatballs:
1 slice wholemeal bread
2 tbsp skimmed milk
1 egg, beaten
500g turkey breast mince
2 cloves garlic, crushed
I medium onion, grated
1 red pepper, very finely chopped
1 tsp oregano
spray oil
good pinch pepper
To make the eyeballs:
2-3 thin slices red pepper
5-6 pitted black olives
100g light Mozzarella, cut into 20 small discs
20 cocktail sticks"
32,Nut roast,"Each 166g serving contains (excludes serving suggestion)
KCal
341
Carbs
17.5g
Fibre
2.9g
Protein
13.7g
Fat
23.4g
Saturates
2.9g
Sugars
7.7g
Salt
0.1g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
100g butternut squash, boiled, then mashed
1 tbsp rapeseed oil
1 onion, finely chopped
1 red pepper, finely chopped
2 cloves garlic, crushed
150g mixed unsalted nuts (almonds. walnuts, Brazil nuts, hazelnuts)
2 eggs, lightly beaten
150g ground almonds
200g pack cooked chestnuts, finely chopped
pinch pepper
2 tbsp water
pinch ground nutmeg
100g spinach, cooked and well drained (130g frozen and defrosted, or 250g fresh)
25g dried cranberries"
33,Nasi goreng with pickled vegetables,"Each 372g serving contains (excludes serving suggestion)
KCal
356
Carbs
44.4g
Fibre
6.0g
Protein
30.0g
Fat
5.2g
Saturates
1.1g
Sugars
8.8g
Salt
0.34g
Fruit/Veg Portion
2
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
15cm cucumber, finely sliced then chopped
1 red onion, finely sliced
1 carrot, cut into ribbons with a vegetable peeler, then sliced in strips
juice half lemon
third tsp granulated sweetener
2 tsp rapeseed oil
2 eggs, lightly beaten
2 onions finely sliced
500g stir-fry turkey strips
1 red pepper, thinly sliced
2 cloves garlic sliced
1 red chilli, chopped
160g Savoy cabbage, shredded
4 spring onions, chopped
1 heaped tbsp nasi goreng paste
160g frozen peas, defrosted
480g cooked basmati rice (240g uncooked)"
34,Mussels and spring vegetable soup,"Each 376g serving contains (excludes serving suggestion)
KCal
227
Carbs
24.0g
Fibre
6.7g
Protein
15.0g
Fat
6.5g
Saturates
2.0g
Sugars
8.7g
Salt
1.5g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
200g new potatoes
1kg fresh mussels
200g purple sprouting broccoli
1 tbsp sunflower oil
100g leek, thinly sliced
3 cloves garlic, crushed
1 bunch spring onions, trimmed and roughly chopped
100g frozen broad beans, defrosted
400ml semi-skimmed milk
good pinch black pepper
large handful parsley, freshly chopped"
35,Mushroom risotto,"Each 306g serving contains (excludes serving suggestion)
KCal
282
Carbs
49.4g
Fibre
3.9g
Protein
8.0g
Fat
5.0g
Saturates
1.5g
Sugars
5.8g
Salt
0.3g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 tsp rapeseed oil
2 onions, finely chopped
half red chilli, finely chopped
900ml vegetable stock (1 low-salt stock cube dissolved in 900ml water)
2 cloves garlic, crushed
good pinch pepper
250g mushrooms, sliced
150g risotto rice (Arborio or shortgrain rice)
2 tbsp basil, roughly chopped (or 2 tsp dried)
1 tbsp 0% fat Greek yogurt
4 torn fresh basil leaves
grind black pepper
15g grated Parmesan (or vegetarian equivalent)"
36,Mushroom ragu,"Each 358g serving contains (excludes serving suggestion)
KCal
179
Carbs
11.5g
Fibre
8.2g
Protein
11.0g
Fat
8.1g
Saturates
1.5g
Sugars
8.7g
Salt
0.13g
Fruit/Veg Portion
4
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tsp rapeseed oil
1 leek, finely sliced
250g mixed mushrooms
2 cloves garlic, very thinly sliced
pinch chilli flakes
1 heaped tsp dried oregano
2 tsp pumpkin seeds, toasted
2 tsp sunflower seeds, toasted
1 courgette, spiralised
1 large carrot, spiralised
2 tbsp 0% fat yogurt
good grind black pepper
5g Parmesan cheese shavings
sprigs fresh basil, to garnish"
37,Mushroom pâté,"Each 81g serving contains (excludes serving suggestion)
KCal
67
Carbs
3.3g
Fibre
1.5g
Protein
2.8g
Fat
4.4g
Saturates
1.4g
Sugars
1.7g
Salt
0.18g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tbsp olive oil
50g shallots, finely chopped
125g shiitake mushrooms, thinly sliced
75g chestnut mushrooms, thinly sliced
1 clove garlic, crushed
good pinch white pepper
1 tsp reduced-salt soy sauce
1 tbsp fresh parsley, finely chopped
50g half-fat soft cheese"
38,Mushroom and spring onion omelette,"Each 310g serving contains (excludes serving suggestion)
KCal
251
Carbs
2.7g
Fibre
1.7g
Protein
22.2g
Fat
16.5g
Saturates
4.8g
Sugars
2.5g
Salt
0.65g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 eggs
pinch white pepper
1 tsp rapeseed oil
150g mushrooms, sliced
1 spring onion, chopped
10g reduced-fat Cheddar, grated"
39,Murgh salun (chicken curry),"Each 311g serving contains (excludes serving suggestion)
KCal
328
Carbs
8.9g
Fibre
2.3g
Protein
35.3g
Fat
16.3g
Saturates
4.3g
Sugars
6.8g
Salt
0.39g
Fruit/Veg Portion
1
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
1 tbsp olive oil
2 large onions, chopped
4 cloves garlic, chopped
1 tbsp fresh ginger, chopped
8 tomatoes, chopped
3 green chillies, finely chopped
1.5 tsp chilli powder
12 small chicken thighs (75g each)
1.5 tsp garam masala
4 tbsp natural low-fat yogurt"
40,Mulled apple juice,"Each 171g serving contains (includes serving suggestion)
KCal
41
Carbs
9.7g
Fibre
0.3g
Protein
0.3g
Fat
0.0g
Saturates
0.0g
Sugars
9.7g
Salt
0.01g
Fruit/Veg Portion
0
Nutritional information explained
What makes a healthy, balanced diet?","Ingredients
2 oranges, sliced
2 or 3 cinnamon sticks
3cm fresh ginger root, peeled and thinly sliced
2 star anise, and extra to serve
6 whole cloves, and extra to serve
1L 100% pure apple juice"
